repo,sha,author,date,message,additions,deletions,total_changes,url
tensorflow/tensorflow,6b3273cce5499f1ccc5857c458c3d470212ad492,tensorflower-gardener,2025-11-10 19:12:26+00:00,"Merge pull request #102674 from jameslovespancakes:fix-tflite-android-ndk-build

PiperOrigin-RevId: 830514085",2,0,2,https://github.com/tensorflow/tensorflow/commit/6b3273cce5499f1ccc5857c458c3d470212ad492
tensorflow/tensorflow,dfa9e6a1496a227bbd4d442763458592ae435332,Tai78641,2025-11-10 18:54:02+00:00,"Fix tosa compile error (#104129)

Change-Id: If68df1f1c4c0eee0105b06709801203db7aab3ae

Signed-off-by: Tai Ly <tai.ly@arm.com>",4,4,8,https://github.com/tensorflow/tensorflow/commit/dfa9e6a1496a227bbd4d442763458592ae435332
tensorflow/tensorflow,08b8916592017be00ed2145bc8db5bccb530e16a,mwhittaker,2025-11-10 18:14:01+00:00,"Abort GPU communicators concurrently to avoid getting stuck.

Recall that when a GPU PjRt client detects that a process has failed, it will
attempt to abort all communicators with that process as a participant.
Previously, the communicators were aborted serially, but this was leading to a
deadlock.

Consider a deployment with three processes: A, B, and C. There are two
communicators: one for A, B, and C and one for A and C. Imagine C fails during
a collective on the ABC communicator. If process A attempts to abort the AC
communicator before the ABC communicator, the cancellation of the AC
communicator gets blocked by the pending collective, and the collective is
never cancelled because the ABC communicator is not aborted until after the AC
communicator.

This commit changes the aborts to happen concurrently and was suggested by the
NCCL team. Emprically, it has solved the problem so far.

PiperOrigin-RevId: 830497401",39,7,46,https://github.com/tensorflow/tensorflow/commit/08b8916592017be00ed2145bc8db5bccb530e16a
tensorflow/tensorflow,8d5a5847a892a8bf4d794189675fd734318a20a5,pizzud,2025-11-10 17:47:15+00:00,"build_config: Disable gtest_fail_if_no_test_selected.

The iteration loop of debugging sharded tests with this flag is very painful,
and internal tests can't run with it in presubmit, so we end up with empty
shards failing because of this in postsubmit, which then need aggravating
trivial fixes.

PiperOrigin-RevId: 830485048",1,1,2,https://github.com/tensorflow/tensorflow/commit/8d5a5847a892a8bf4d794189675fd734318a20a5
tensorflow/tensorflow,f4382ba1f8bc9f268230ff85022ca4986a4e42cc,Marcin Radomski,2025-11-10 16:32:14+00:00,"[XLA:GPU] Fix BuffersChecksumThunk breaking on multi-GPU setups

Bug discovered when investigating NaN checker slowdown. Same issue
applies to BuffersChecksumThunk and BuffersFloatCheckThunk.

PiperOrigin-RevId: 830456321",138,20,158,https://github.com/tensorflow/tensorflow/commit/f4382ba1f8bc9f268230ff85022ca4986a4e42cc
tensorflow/tensorflow,17c7a2d697ac73feb3c98437dadbcce0ec9c6b17,vwbaker,2025-11-10 16:23:11+00:00,"Disable autotuning in `gpu_kernel_tiling_test`.

Explicitly set `xla_gpu_autotune_level` to 0 for the HLO module in the test which is specifically checking our native codegen behavior & fails when going through triton (you can see this when setting --xla_gpu_experimental_enable_fusion_autotuner).

PiperOrigin-RevId: 830453189",7,1,8,https://github.com/tensorflow/tensorflow/commit/17c7a2d697ac73feb3c98437dadbcce0ec9c6b17
tensorflow/tensorflow,43aae2e9cd074c6473a8e414b56021e070b780b5,Marcin Radomski,2025-11-10 15:52:53+00:00,"[XLA:GPU] Fix BuffersFloatCheckThunk breaking on multi-GPU setups

Each kernel needs to be loaded on every device separately. Attempting to
run a kernel handle from one device on another fails with ""invalid
handle"" error.

Thunk objects are reused across all devices available locally, so they
need to use correct kernel. Use a map keyed with StreamExecutor* to
achieve that.

Also, make sure to activate the CUDA context when loading a kernel from
memory. This happened to work when only one device was used by any
particular thread, but not in a test that tried to juggle 2 devices
within one thread. Loading kernels from cubin/ptx already includes
activation deeper in the CudaExecutor::LoadKernel call stack.

Bug discovered when investigating NaN checker slowdown. Same issue
applies to BuffersChecksumThunk and BuffersFloatCheckThunk.
BuffersChecksumThunk fix will follow shortly.

PiperOrigin-RevId: 830441824",130,23,153,https://github.com/tensorflow/tensorflow/commit/43aae2e9cd074c6473a8e414b56021e070b780b5
tensorflow/tensorflow,a819c35e82964a758211bb0aac213c95dccce77f,WillFroom,2025-11-10 15:39:00+00:00,"[XLA:CPU][XTile] Set the init value of the reductions tests to the neutral value.

We were previously testing incorrect behavior as the init value of a reduce must be the neutral value of the reduce function, I am going to take advantage of this requirement so I need to update the tests first.

PiperOrigin-RevId: 830437169",29,25,54,https://github.com/tensorflow/tensorflow/commit/a819c35e82964a758211bb0aac213c95dccce77f
tensorflow/tensorflow,006b29324e6fc25450146aa4cf8166c7f8a26851,mkuperst,2025-11-10 15:19:05+00:00,"[XLA] Add initial version of call splitter.

This pass allows splitting a single function call into two calls to two functions, where the original called computation is split across a specified boundary.

It's not quite production ready yet, landing it to have something to keep working off.

PiperOrigin-RevId: 830430731",702,0,702,https://github.com/tensorflow/tensorflow/commit/006b29324e6fc25450146aa4cf8166c7f8a26851
tensorflow/tensorflow,201d263d38e546f34f14bda8203a3ea0f379b6e5,tensorflower-gardener,2025-11-10 14:27:03+00:00,"Enhance SymbolicExprContext and SymbolicMap Equality

We are introducing an operator== for SymbolicExprContext to allow comparison based on the underlying mlir::MLIRContext pointer and updating the SymbolicMap::operator== has been updated to use this new SymbolicExprContext::operator==.

This change ensures that two SymbolicMap instances are considered equal if they have the same number of dimensions, symbols, and expressions, even if they are associated with different SymbolicExprContext objects, as long as those contexts point to the same mlir::MLIRContext. This is crucial because SymbolicExpr instances are uniqued within a specific StorageUniquer, so expressions from contexts sharing the same MLIRContext are inherently equivalent. This is needed to make IndexingMapTest::IndexingMapSupportsAbslHashAndEqAndNe to pass with SymbolicMaps.

PiperOrigin-RevId: 830414101",50,2,52,https://github.com/tensorflow/tensorflow/commit/201d263d38e546f34f14bda8203a3ea0f379b6e5
tensorflow/tensorflow,b1f56471b4ee239e6f85ee1452a1cc9ecadc67e2,loislo,2025-11-10 14:23:25+00:00,"[XLA:GPU] Pure mechanical change. Split the pass to 4 files. One is the pass itself, one file for the filters, two more with the specific thunks.

PiperOrigin-RevId: 830413121",788,450,1238,https://github.com/tensorflow/tensorflow/commit/b1f56471b4ee239e6f85ee1452a1cc9ecadc67e2
tensorflow/tensorflow,fa3c810dc0c94f61760d4480955036659ad9bf51,thomasjoerg,2025-11-10 14:15:44+00:00,"Reverts e34b86def524974cf527541fc98970288637ed70

PiperOrigin-RevId: 830411263",12,49,61,https://github.com/tensorflow/tensorflow/commit/fa3c810dc0c94f61760d4480955036659ad9bf51
tensorflow/tensorflow,88209a9ebc708076639a714f1405aa616be39db2,mooskagh,2025-11-10 13:50:20+00:00,"[XLA:GPU] In tf2xla, only add operand precision when any of operands or result is F32.

PiperOrigin-RevId: 830403864",65,12,77,https://github.com/tensorflow/tensorflow/commit/88209a9ebc708076639a714f1405aa616be39db2
tensorflow/tensorflow,f3605e5c7f915c982add86edf814f153c9a57389,WillFroom,2025-11-10 13:34:47+00:00,"[XLA:CPU][XTile] Create new fusion_compiler_opt that is specifically built upon the cpu fusion_compiler.

This means there is a single source of truth and allows for registration pass pipelines such as bufferization.

PiperOrigin-RevId: 830399452",127,17,144,https://github.com/tensorflow/tensorflow/commit/f3605e5c7f915c982add86edf814f153c9a57389
tensorflow/tensorflow,56402e5cf5f1a14b552b73403b697223b99ff32e,WillFroom,2025-11-10 13:34:41+00:00,"[XLA:GPU][XTile] Remove xtile.to_tensor/scalar.

These ops were implemented as a quick stop gap to enable less test churn as they had symmetric folding but the tensor equivalent have more well defined semantics, obvious lowering patterns and will generally just make CPU lowering simpler.

PiperOrigin-RevId: 830399434",75,177,252,https://github.com/tensorflow/tensorflow/commit/56402e5cf5f1a14b552b73403b697223b99ff32e
tensorflow/tensorflow,088b21c29e0fdc058835145776cd27d8adb12686,loislo,2025-11-10 13:28:44+00:00,"[XLA:GPU] Refactor: Separate Checksum and FloatCheck pass logic in ThunkBufferDebugPass

This change refactors `ThunkBufferDebugPass::Run` to use distinct internal functions, `RunChecksumPassInternal` and `RunFloatCheckPassInternal`, for handling the Checksum and FloatChecker modes, respectively. This improves modularity by encapsulating the mode-specific logic. Helper functions `CreateDebugInitThunk` and `CreateBufferDebugDumpThunk` are introduced to create the common initialization and dump thunks.

PiperOrigin-RevId: 830398035",119,53,172,https://github.com/tensorflow/tensorflow/commit/088b21c29e0fdc058835145776cd27d8adb12686
tensorflow/tensorflow,7ea5845716a48c8476a0822c9256d28aeaaa988c,tensorflower-gardener,2025-11-10 12:35:37+00:00,"This is an automatic update to a device compatibility allowlist.

PiperOrigin-RevId: 830384166",0,0,0,https://github.com/tensorflow/tensorflow/commit/7ea5845716a48c8476a0822c9256d28aeaaa988c
tensorflow/tensorflow,8d416731843034c6917bcefed05962a07f851ee7,alekstheod,2025-11-10 11:25:23+00:00,"PR #33656: [ROCm] Fix rocm device lib failure due to clash in include dirs

Imported from GitHub PR https://github.com/openxla/xla/pull/33656

📝 Summary of Changes
Fix build error reported here: https://github.com/openxla/xla/issues/33589

🎯 Justification
https://github.com/openxla/xla/issues/33589
The issue happens because we add the same directory twice once with the headr the second on as a directory itself
to the sources of the genrule

🚀 Kind of Contribution
Please remove what does not apply: 🐛 Bug Fix,

📊 Benchmark (for Performance Improvements)
Not relevant, build fix.

🧪 Unit Tests:
Not relevant build fix.

🧪 Execution Tests:
Not relevant build fix.

Copybara import of the project:

--
7b05237a5003a39c4ef1e27cd455651c12aa7b60 by Alexandros Theodoridis <atheodor@amd.com>:

Fix rocm device lib failure due to clash in include dirs

--
dcc33693d2ec741321025eb6546546cdd445f6f3 by Alexandros Theodoridis <atheodor@amd.com>:

Use paths to extract the include paths from the hdrs

--
588ef972239cda0a9216fb3bb89ed98ec8da65b0 by Alexandros Theodoridis <atheodor@amd.com>:

Tranform to custom bazel rule

--
ea5d79de1c8dcddab8b8b12a01b812efcc208240 by Alexandros Theodoridis <atheodor@amd.com>:

Add missing unique mnemonic

Merging this change closes #33656

PiperOrigin-RevId: 830362369",138,99,237,https://github.com/tensorflow/tensorflow/commit/8d416731843034c6917bcefed05962a07f851ee7
tensorflow/tensorflow,42eb0dbe341e4b16f829da6f123b57ee460906a9,akuegel,2025-11-10 10:28:50+00:00,"Remove failing deps check.

Downloading libpfm fails with 403 Forbidden error.

PiperOrigin-RevId: 830345061",5,9,14,https://github.com/tensorflow/tensorflow/commit/42eb0dbe341e4b16f829da6f123b57ee460906a9
tensorflow/tensorflow,978f51e45d7ce880a036ecd5d151886010a6e42c,tensorflower-gardener,2025-11-10 09:04:01+00:00,"compat: Update forward compatibility horizon to 2025-11-10

PiperOrigin-RevId: 830318627",1,1,2,https://github.com/tensorflow/tensorflow/commit/978f51e45d7ce880a036ecd5d151886010a6e42c
tensorflow/tensorflow,1ea54785355ebe435b0fb5129b6300b6074381b9,tensorflower-gardener,2025-11-10 09:03:50+00:00,"Update GraphDef version to 2407.

PiperOrigin-RevId: 830318554",1,1,2,https://github.com/tensorflow/tensorflow/commit/1ea54785355ebe435b0fb5129b6300b6074381b9
tensorflow/tensorflow,0f0b6793cb034f8047b390885755f4d810f523ad,tensorflower-gardener,2025-11-10 08:39:35+00:00,"Automated Code Change

PiperOrigin-RevId: 830311711",0,1,1,https://github.com/tensorflow/tensorflow/commit/0f0b6793cb034f8047b390885755f4d810f523ad
tensorflow/tensorflow,049bf85ef8a5cc33e1fa4133b86250b30b63f964,tensorflower-gardener,2025-11-10 08:05:36+00:00,"Avoid inlining the graph when delegation can take the composite hop

PiperOrigin-RevId: 830300465",2,1,3,https://github.com/tensorflow/tensorflow/commit/049bf85ef8a5cc33e1fa4133b86250b30b63f964
tensorflow/tensorflow,768b244490b0b06a149abfb210b864a45fc767af,tensorflower-gardener,2025-11-10 06:52:42+00:00,"Automated Code Change

PiperOrigin-RevId: 830280244",571,534,1105,https://github.com/tensorflow/tensorflow/commit/768b244490b0b06a149abfb210b864a45fc767af
tensorflow/tensorflow,5ff7541cb811d385fb069b94f2ca7eed4a87fbb1,tensorflower-gardener,2025-11-10 06:51:04+00:00,"Automated Code Change

PiperOrigin-RevId: 830279814",33,33,66,https://github.com/tensorflow/tensorflow/commit/5ff7541cb811d385fb069b94f2ca7eed4a87fbb1
tensorflow/tensorflow,f40a10e064561ed66c03359c7751ccc5ae03dc4d,majnemer,2025-11-10 01:59:20+00:00,"Use standard library functions for character case checks and conversions.

Replace manual ASCII character range comparisons and arithmetic-based case conversions with `absl::ascii_*` and `llvm::*` utility functions. This improves code clarity.

PiperOrigin-RevId: 830207299",9,8,17,https://github.com/tensorflow/tensorflow/commit/f40a10e064561ed66c03359c7751ccc5ae03dc4d
tensorflow/tensorflow,420baf67d8c9fce3b66e435e7a4fdec57ecf4122,tensorflower-gardener,2025-11-09 09:05:58+00:00,"compat: Update forward compatibility horizon to 2025-11-09

PiperOrigin-RevId: 830016048",1,1,2,https://github.com/tensorflow/tensorflow/commit/420baf67d8c9fce3b66e435e7a4fdec57ecf4122
tensorflow/tensorflow,1c080b3cef3ba2894719eb5d1a5932ff3d184c66,tensorflower-gardener,2025-11-09 09:03:34+00:00,"Update GraphDef version to 2406.

PiperOrigin-RevId: 830015523",1,1,2,https://github.com/tensorflow/tensorflow/commit/1c080b3cef3ba2894719eb5d1a5932ff3d184c66
tensorflow/tensorflow,d982af837acdce421f4af4dd577b7256117d56ac,tensorflower-gardener,2025-11-09 07:19:33+00:00,"Automated Code Change

PiperOrigin-RevId: 829994596",12,10,22,https://github.com/tensorflow/tensorflow/commit/d982af837acdce421f4af4dd577b7256117d56ac
tensorflow/tensorflow,509b51ee995e42473ebddfeb45ef3b5075115774,tensorflower-gardener,2025-11-09 07:19:10+00:00,"Automated Code Change

PiperOrigin-RevId: 829994539",9,9,18,https://github.com/tensorflow/tensorflow/commit/509b51ee995e42473ebddfeb45ef3b5075115774
tensorflow/tensorflow,dd422c3da173f365c7d8ed4c7588ff316a7f3f1d,tensorflower-gardener,2025-11-09 06:36:42+00:00,"Automated Code Change

PiperOrigin-RevId: 829986597",0,8,8,https://github.com/tensorflow/tensorflow/commit/dd422c3da173f365c7d8ed4c7588ff316a7f3f1d
tensorflow/tensorflow,edcc8f57d48484a4a17b1f1059dbd9eda1a9a723,tensorflower-gardener,2025-11-09 06:22:09+00:00,"Automated Code Change

PiperOrigin-RevId: 829983514",3,3,6,https://github.com/tensorflow/tensorflow/commit/edcc8f57d48484a4a17b1f1059dbd9eda1a9a723
tensorflow/tensorflow,14886ffbaea67c418bc2616a401854fdcf0ea4ab,tensorflower-gardener,2025-11-09 06:12:56+00:00,"Automated Code Change

PiperOrigin-RevId: 829981651",14,14,28,https://github.com/tensorflow/tensorflow/commit/14886ffbaea67c418bc2616a401854fdcf0ea4ab
tensorflow/tensorflow,059bac7fc990d945f0b6608a0b3ed6d78415eeec,tensorflower-gardener,2025-11-09 06:12:01+00:00,"Automated Code Change

PiperOrigin-RevId: 829981479",17,14,31,https://github.com/tensorflow/tensorflow/commit/059bac7fc990d945f0b6608a0b3ed6d78415eeec
tensorflow/tensorflow,07289c060d0a50f56f4b364e3b9ff4a6db556c33,beckerhe,2025-11-08 17:15:51+00:00,"Introduce KernelArgumentPackingSpec

This is a declarative way of defining a transformation from `xla::emitters::KernelArguments` to the actual kernel launch arguments that a specific CUDA or ROCm kernel needs.

`xla::emitters::KernelArguments` derives the kernel arguments from the HLO parameters and result. It's order is fixed and the argument type is always a pointer to a buffer since every HLO value is getting turned into a buffer.

Currently when we want to launch a custom kernel that don't comply with the order of `xla::emitters::KernelArguments` or when we need some additional parameters we define a `stream_executor::Kernel::KernelArgsPacking` which is callback function that does the argument packing (transformation). This is infinitively flexible but doesn't allow serialization to a proto.

`KernelArgumentPackingSpec` solves that by allowing to create the kernel arguments ahead of time with some placeholders where later on the buffer addresses will be inserted.

PiperOrigin-RevId: 829833532",645,0,645,https://github.com/tensorflow/tensorflow/commit/07289c060d0a50f56f4b364e3b9ff4a6db556c33
tensorflow/tensorflow,5fb239b99374207bd3d0c9bafd806265bc0c510d,GleasonK,2025-11-08 16:12:48+00:00,"[StableHLO Optim] Coalesce adjacent concatenated splats

`Pattern: concat(splat_a, splat_a, X) -> concat(splat_a_resize, X)`

PiperOrigin-RevId: 829822831",154,2,156,https://github.com/tensorflow/tensorflow/commit/5fb239b99374207bd3d0c9bafd806265bc0c510d
tensorflow/tensorflow,10b3aa992ed78df121fc6af470a63e3d25c3d5f7,tensorflower-gardener,2025-11-08 16:04:33+00:00,"Automated Code Change

PiperOrigin-RevId: 829820910",23,21,44,https://github.com/tensorflow/tensorflow/commit/10b3aa992ed78df121fc6af470a63e3d25c3d5f7
tensorflow/tensorflow,b6ac345231f0e5f32a9e158e19ef6e32b74e635b,tensorflower-gardener,2025-11-08 13:40:06+00:00,"Automated Code Change

PiperOrigin-RevId: 829795220",29,27,56,https://github.com/tensorflow/tensorflow/commit/b6ac345231f0e5f32a9e158e19ef6e32b74e635b
tensorflow/tensorflow,2606592c709af990c125f03dae973e9b5af53a9a,tensorflower-gardener,2025-11-08 12:00:43+00:00,"Automated Code Change

PiperOrigin-RevId: 829777192",63,54,117,https://github.com/tensorflow/tensorflow/commit/2606592c709af990c125f03dae973e9b5af53a9a
tensorflow/tensorflow,7c2de2a3df89aabbebabda17b004249ba88e5856,tensorflower-gardener,2025-11-08 09:20:28+00:00,"Automated Code Change

PiperOrigin-RevId: 829745705",43,43,86,https://github.com/tensorflow/tensorflow/commit/7c2de2a3df89aabbebabda17b004249ba88e5856
tensorflow/tensorflow,dd5247ddedad833b943e5aeb6adeb92fc0be0917,tensorflower-gardener,2025-11-08 09:03:20+00:00,"compat: Update forward compatibility horizon to 2025-11-08

PiperOrigin-RevId: 829742076",1,1,2,https://github.com/tensorflow/tensorflow/commit/dd5247ddedad833b943e5aeb6adeb92fc0be0917
tensorflow/tensorflow,a663d502602f48051947648a0527fac42f905d2b,tensorflower-gardener,2025-11-08 09:03:04+00:00,"Update GraphDef version to 2405.

PiperOrigin-RevId: 829742027",1,1,2,https://github.com/tensorflow/tensorflow/commit/a663d502602f48051947648a0527fac42f905d2b
tensorflow/tensorflow,ef367277397bd96b2e72907dee3999d5e588394b,mraunak,2025-11-08 08:22:55+00:00,"PR #33388: [XLA:GPU][oneAPI] Enable RBE for the ONEAPI presubmit

Imported from GitHub PR https://github.com/openxla/xla/pull/33388

Enable RBE for the ONEAPI presubmit to leverage remote caching/parallelism.
Copybara import of the project:

--
b31cc598ff56b211d1d52aacac1e85905b392486 by mraunak <mayank.kumar.raunak@intel.com>:

Add rbe_linux_cpu config for oneAPI
--
cda82d72fe8344e65f354c35a41d438092698ec1 by mraunak <mayank.kumar.raunak@intel.com>:

Add rbe_linux_cpu config for oneAPI
--
dac5490b96ba7621b166205c51dc0c2bd31dbd75 by mraunak <mayank.kumar.raunak@intel.com>:

Fix CI failures
--
a66be104dc3767e5e18cedb9967d2f34b876f141 by mraunak <mayank.kumar.raunak@intel.com>:

fix oneapi ci failure
--
62e9916b627235209e106053c890c13d7dcf42a7 by mraunak <mayank.kumar.raunak@intel.com>:

Temp changes to test the fix
--
3a6345954558926b3c73c71f6aa7d9a483e086b8 by mraunak <mayank.kumar.raunak@intel.com>:

Temp fix for test rbe build

--
e95457339157c940ebc466053ecfdbe5c75571d3 by mraunak <mayank.kumar.raunak@intel.com>:

Revert to main

Merging this change closes #33388

PiperOrigin-RevId: 829734210",9,3,12,https://github.com/tensorflow/tensorflow/commit/ef367277397bd96b2e72907dee3999d5e588394b
tensorflow/tensorflow,6fa61af21ca4a623cbe60c1ddd11aabcb1d33b8e,tensorflower-gardener,2025-11-08 07:39:49+00:00,"Automated Code Change

PiperOrigin-RevId: 829725362",2,1,3,https://github.com/tensorflow/tensorflow/commit/6fa61af21ca4a623cbe60c1ddd11aabcb1d33b8e
tensorflow/tensorflow,be54b30fb35353acbcd2b148f6541cf8c8608e4d,tensorflower-gardener,2025-11-08 07:15:43+00:00,"Automated Code Change

PiperOrigin-RevId: 829719938",156,150,306,https://github.com/tensorflow/tensorflow/commit/be54b30fb35353acbcd2b148f6541cf8c8608e4d
tensorflow/tensorflow,ff6098c69920b826b77454bbf7ff870518268364,tensorflower-gardener,2025-11-08 07:14:54+00:00,"Automated Code Change

PiperOrigin-RevId: 829719694",38,38,76,https://github.com/tensorflow/tensorflow/commit/ff6098c69920b826b77454bbf7ff870518268364
tensorflow/tensorflow,f1f8e96f59d415a62575220789ee9a3b516440ce,tensorflower-gardener,2025-11-08 06:56:35+00:00,"Automated Code Change

PiperOrigin-RevId: 829714998",48,46,94,https://github.com/tensorflow/tensorflow/commit/f1f8e96f59d415a62575220789ee9a3b516440ce
tensorflow/tensorflow,21e6ad839269e83a2586861c0ee9154132026186,tensorflower-gardener,2025-11-08 06:12:36+00:00,"Automated Code Change

PiperOrigin-RevId: 829705175",2,4,6,https://github.com/tensorflow/tensorflow/commit/21e6ad839269e83a2586861c0ee9154132026186
tensorflow/tensorflow,e739574a2ac7af14c3e1e2267be9f3f10b671eee,tensorflower-gardener,2025-11-08 06:04:52+00:00,"Automated Code Change

PiperOrigin-RevId: 829703050",0,1,1,https://github.com/tensorflow/tensorflow/commit/e739574a2ac7af14c3e1e2267be9f3f10b671eee
tensorflow/tensorflow,30beaef2b1a16997259be42602430a6cede3252a,tensorflower-gardener,2025-11-08 05:10:48+00:00,"Integrate LLVM at llvm/llvm-project@2bc22ea02edd

Updates LLVM usage to match
[2bc22ea02edd](https://github.com/llvm/llvm-project/commit/2bc22ea02edd)

PiperOrigin-RevId: 829691657",1722,9,1731,https://github.com/tensorflow/tensorflow/commit/30beaef2b1a16997259be42602430a6cede3252a
tensorflow/tensorflow,68236ced376b1553cb6593b9a9a18d2418c0b3c5,majnemer,2025-11-08 05:03:19+00:00,"[TSL] Replace `tsl::StringPiece` with `absl::string_view`.

This change updates code to directly use `absl::string_view` instead of the aliased `tsl::StringPiece`, and adjusts build dependencies accordingly. The `tsl/platform/stringpiece.h` header is updated to guide users to include `absl/strings/string_view.h` directly.

PiperOrigin-RevId: 829689298",19,14,33,https://github.com/tensorflow/tensorflow/commit/68236ced376b1553cb6593b9a9a18d2418c0b3c5
tensorflow/tensorflow,521884c0b00f8a4df5e738e0cc5974e87e710a96,tensorflower-gardener,2025-11-08 02:59:29+00:00,"Reverts 0057077b4345c2ac4785302af70aae17543eed26

PiperOrigin-RevId: 829657421",140,410,550,https://github.com/tensorflow/tensorflow/commit/521884c0b00f8a4df5e738e0cc5974e87e710a96
tensorflow/tensorflow,c66648c3bb8d1c3cada83c02d2310abc35171436,sharadmv,2025-11-08 01:48:43+00:00,"Allow DCE side-effecting custom calls

PiperOrigin-RevId: 829639173",9,1,10,https://github.com/tensorflow/tensorflow/commit/c66648c3bb8d1c3cada83c02d2310abc35171436
tensorflow/tensorflow,3fbf71be52704c78a6642b2e1a5a64174e7f5a59,tensorflower-gardener,2025-11-08 00:55:46+00:00,"support donation override logic in IFRT Program Interpreter.

PiperOrigin-RevId: 829625572",233,33,266,https://github.com/tensorflow/tensorflow/commit/3fbf71be52704c78a6642b2e1a5a64174e7f5a59
tensorflow/tensorflow,0057077b4345c2ac4785302af70aae17543eed26,tensorflower-gardener,2025-11-08 00:24:51+00:00,"Implement SPMD DUS as select + pad + collective-permute instead of all-gather. This will remove some unnecessary data copying between devices.

PiperOrigin-RevId: 829616874",410,140,550,https://github.com/tensorflow/tensorflow/commit/0057077b4345c2ac4785302af70aae17543eed26
tensorflow/tensorflow,efab298fb7da82786019419e14bc9f69775c96e8,majnemer,2025-11-07 23:34:52+00:00,"Refactor: Use `absl::ascii_*` functions and improve string parsing.

This change replaces manual character range checks (e.g., `c >= '0' && c <= '9'`) with more idiomatic and potentially safer `absl::ascii_isdigit`, `absl::ascii_isalpha`, and `absl::ascii_isalnum` functions. Additionally, it refactors `ParseTensorName` to use `absl::string_view` methods and `tsl::str_util::ConsumeLeadingDigits`, and updates `ConsumeLeadingDigits` to use `std::from_chars`. The unused `Strnlen` function is also removed.

PiperOrigin-RevId: 829600440",67,108,175,https://github.com/tensorflow/tensorflow/commit/efab298fb7da82786019419e14bc9f69775c96e8
tensorflow/tensorflow,c4ff7887a3a6937e731d0c55356903751045ad37,mrguenther,2025-11-07 23:25:46+00:00,"Allow `stablehlo.reshape` ops with complex element types to be folded.

PiperOrigin-RevId: 829597850",44,0,44,https://github.com/tensorflow/tensorflow/commit/c4ff7887a3a6937e731d0c55356903751045ad37
tensorflow/tensorflow,3e37d6f355dcab61759ddb105a3783fba7450894,pkanwar23,2025-11-07 23:11:26+00:00,"  [XLA] Migrate dot_operation_test to use PJRT

PiperOrigin-RevId: 829593569",360,441,801,https://github.com/tensorflow/tensorflow/commit/3e37d6f355dcab61759ddb105a3783fba7450894
tensorflow/tensorflow,61a5ba283e2a28b8a25204b0b1314874ae03f996,loislo,2025-11-07 22:52:01+00:00,"[XLA:GPU] Make BufferDebugLog generic over the entry type.

The goal of the cl is to make BufferDebugLog class entry type independent.
In the nearest future we would like to extend amount of data we collect on the device side by different buffer debug kernels. Checksum kernel needs only one value while NaN checker (would be renamed as FloatChecker in the future) requires a few more values.

This change templates `ReadFromDevice` and `GetDeviceEntries` in `BufferDebugLog` to allow different entry types to be used in the debug log. The `RequiredSizeForEntries` function is also updated to accept the size of each entry.

PiperOrigin-RevId: 829586408",120,73,193,https://github.com/tensorflow/tensorflow/commit/61a5ba283e2a28b8a25204b0b1314874ae03f996
tensorflow/tensorflow,5e1a6c27c9e3d5c2de3c65a6e945dea9eb9cb9dc,tensorflower-gardener,2025-11-07 22:41:50+00:00,"Reverts e32ab4d782762aa4228641399161b22ccfcd40c1

PiperOrigin-RevId: 829582881",11,203,214,https://github.com/tensorflow/tensorflow/commit/5e1a6c27c9e3d5c2de3c65a6e945dea9eb9cb9dc
tensorflow/tensorflow,e600c5c5945a9164ec6f9e668c932ef09830fef7,tensorflower-gardener,2025-11-07 22:38:46+00:00,"Reverts 7024106d90bb2876db453e1f7615be37333d8c27

PiperOrigin-RevId: 829581783",78,4,82,https://github.com/tensorflow/tensorflow/commit/e600c5c5945a9164ec6f9e668c932ef09830fef7
tensorflow/tensorflow,7024106d90bb2876db453e1f7615be37333d8c27,tensorflower-gardener,2025-11-07 22:36:01+00:00,"Reverts 345fdfabee987c84de3fffe6bd4436348ecde435

PiperOrigin-RevId: 829580832",4,78,82,https://github.com/tensorflow/tensorflow/commit/7024106d90bb2876db453e1f7615be37333d8c27
tensorflow/tensorflow,e32ab4d782762aa4228641399161b22ccfcd40c1,tensorflower-gardener,2025-11-07 21:56:23+00:00,"Add float4_e2m1fn to TensorFlow.

PiperOrigin-RevId: 829567271",203,11,214,https://github.com/tensorflow/tensorflow/commit/e32ab4d782762aa4228641399161b22ccfcd40c1
tensorflow/tensorflow,dbbd9067dfea8309b94fb469ecefc0f24e4dc440,ybaturina,2025-11-07 20:52:43+00:00,"Add `--repo_env=HERMETIC_CUDA_UMD_VERSION=12.8.1` for nightly TF wheel builds.

This change is made to pass the correct UMD version (`570.124.06`) for KMD version on the machine (`570.86.15`)

PiperOrigin-RevId: 829545240",1,1,2,https://github.com/tensorflow/tensorflow/commit/dbbd9067dfea8309b94fb469ecefc0f24e4dc440
tensorflow/tensorflow,e095ceec54c6e06c8134eb1254f536964d3e83cf,GleasonK,2025-11-07 20:20:56+00:00,"Add broadcasting APIs with support for bounded dynamism

PiperOrigin-RevId: 829534337",805,0,805,https://github.com/tensorflow/tensorflow/commit/e095ceec54c6e06c8134eb1254f536964d3e83cf
tensorflow/tensorflow,95aabf9f548e0c505066b91e6f7658e2174d729c,ermilovmaxim,2025-11-07 19:57:32+00:00,"downgrade error message to warning

PiperOrigin-RevId: 829525390",2,1,3,https://github.com/tensorflow/tensorflow/commit/95aabf9f548e0c505066b91e6f7658e2174d729c
